,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
173649,AF,Africa,MUS,Mauritius,1979,All,Age_all,[All],6625.0,100.0,1283.1858836,726.82391662
173755,AF,Africa,MUS,Mauritius,1980,All,Age_all,[All],6685.0,100.0,1241.2167018,721.53264976
173775,AF,Africa,MUS,Mauritius,1981,All,Age_all,[All],6404.0,100.0,1213.4394079,681.63916977
173838,AF,Africa,MUS,Mauritius,1982,All,Age_all,[All],6385.0,100.0,1219.5967496,672.31757397
173901,AF,Africa,MUS,Mauritius,1983,All,Age_all,[All],6322.0,100.0,1049.5514497,652.69461078
173964,AF,Africa,MUS,Mauritius,1984,All,Age_all,[All],6417.0,100.0,1053.5851382,656.73933067
174027,AF,Africa,MUS,Mauritius,1985,All,Age_all,[All],6691.0,100.0,1080.3733004,679.15144133
174090,AF,Africa,MUS,Mauritius,1986,All,Age_all,[All],6622.0,100.0,1034.7345563,666.26421169
174153,AF,Africa,MUS,Mauritius,1987,All,Age_all,[All],6581.0,100.0,1008.8405298,655.60868699
174216,AF,Africa,MUS,Mauritius,1988,All,Age_all,[All],6699.0,100.0,1001.555565,658.96124336
174281,AF,Africa,MUS,Mauritius,1989,All,Age_all,[All],6946.0,100.0,1020.7288186,676.47058824
174342,AF,Africa,MUS,Mauritius,1990,All,Age_all,[All],6854.0,100.0,995.26864306,661.00877616
174405,AF,Africa,MUS,Mauritius,1991,All,Age_all,[All],6815.0,100.0,932.5813219,657.94554933
174468,AF,Africa,MUS,Mauritius,1992,All,Age_all,[All],6866.0,100.0,906.55160458,653.9047619
174531,AF,Africa,MUS,Mauritius,1993,All,Age_all,[All],7275.0,100.0,948.60046382,684.5126082
174594,AF,Africa,MUS,Mauritius,1994,All,Age_all,[All],7234.0,100.0,918.47020938,671.11976992
174660,AF,Africa,MUS,Mauritius,1995,All,Age_all,[All],7298.0,100.0,900.82918579,671.14217399
174720,AF,Africa,MUS,Mauritius,1996,All,Age_all,[All],7508.0,100.0,909.74233531,683.35305361
174786,AF,Africa,MUS,Mauritius,1997,All,Age_all,[All],7798.0,100.0,924.46529755,700.8808197
174846,AF,Africa,MUS,Mauritius,1998,All,Age_all,[All],7651.0,100.0,891.74802286,680.39128502
174912,AF,Africa,MUS,Mauritius,1999,All,Age_all,[All],7791.0,100.0,884.27227169,684.02107112
174975,AF,Africa,MUS,Mauritius,2000,All,Age_all,[All],7806.0,100.0,833.88252288,678.13749355
175038,AF,Africa,MUS,Mauritius,2001,All,Age_all,[All],7761.0,100.0,811.56417781,666.82418645
175101,AF,Africa,MUS,Mauritius,2002,All,Age_all,[All],8081.0,100.0,822.97075838,688.3181817
175164,AF,Africa,MUS,Mauritius,2003,All,Age_all,[All],8310.0,100.0,826.91544155,700.46014584
175227,AF,Africa,MUS,Mauritius,2004,All,Age_all,[All],8259.0,100.0,802.2486227,690.15021359
175290,AF,Africa,MUS,Mauritius,2005,All,Age_all,[All],8422.0,100.0,796.41602728,698.14132927
175350,AF,Africa,MUS,Mauritius,2006,All,Age_all,[All],8917.0,100.0,831.82787248,733.53575421
175413,AF,Africa,MUS,Mauritius,2007,All,Age_all,[All],8323.0,100.0,749.31283923,680.49013604
175476,AF,Africa,MUS,Mauritius,2008,All,Age_all,[All],8798.0,100.0,768.74795064,714.70639605
175539,AF,Africa,MUS,Mauritius,2009,All,Age_all,[All],8987.0,100.0,735.97068819,722.43287934
175602,AF,Africa,MUS,Mauritius,2010,All,Age_all,[All],8891.0,100.0,732.02797242,715.23726474
175668,AF,Africa,MUS,Mauritius,2011,All,Age_all,[All],8951.0,100.0,717.11813799,717.15515901
175728,AF,Africa,MUS,Mauritius,2012,All,Age_all,[All],9103.0,100.0,713.81444371,726.49640862
175791,AF,Africa,MUS,Mauritius,2013,All,Age_all,[All],9231.0,100.0,682.58768845,758.292048
175854,AF,Africa,MUS,Mauritius,2014,All,Age_all,[All],9438.0,100.0,680.24524607,774.07290458
175917,AF,Africa,MUS,Mauritius,2015,All,Age_all,[All],9496.0,100.0,665.15716219,777.93789113
175980,AF,Africa,MUS,Mauritius,2016,All,Age_all,[All],9920.0,100.0,675.57981963,812.30710777
176043,AF,Africa,MUS,Mauritius,2017,All,Age_all,[All],9914.0,100.0,658.81128353,811.30956034
176106,AF,Africa,MUS,Mauritius,2018,All,Age_all,[All],10787.0,100.0,682.20601293,852.52307155
176169,AF,Africa,MUS,Mauritius,2019,All,Age_all,[All],11174.0,100.0,687.96609966,882.82396218
176212,AF,Africa,MUS,Mauritius,2020,All,Age_all,[All],11060.0,100.0,661.56274897,873.79714633
176295,AF,Africa,MYT,Mayotte,2012,All,Age_all,[All],453.0,100.0,348.02226648,204.84575522
176358,AF,Africa,MYT,Mayotte,2013,All,Age_all,[All],414.0,100.0,316.50680894,182.07566255
176421,AF,Africa,MYT,Mayotte,2014,All,Age_all,[All],588.0,100.0,427.44653298,251.65415529
176484,AF,Africa,MYT,Mayotte,2015,All,Age_all,[All],635.0,100.0,436.81391313,264.56128656
176547,AF,Africa,MYT,Mayotte,2016,All,Age_all,[All],717.0,100.0,473.04199531,290.93122337
176591,CSA,Central and South America,MEX,Mexico,1955,All,Age_all,[All],407522.0,100.0,1476.3788795,1259.7047671
176673,CSA,Central and South America,MEX,Mexico,1956,All,Age_all,[All],368740.0,100.0,1396.9194532,1105.4951268
176736,CSA,Central and South America,MEX,Mexico,1957,All,Age_all,[All],414545.0,100.0,1440.902492,1205.0190441
176799,CSA,Central and South America,MEX,Mexico,1958,All,Age_all,[All],404529.0,100.0,1367.9134339,1200.2545722
176862,CSA,Central and South America,MEX,Mexico,1959,All,Age_all,[All],396924.0,100.0,1309.8176055,1138.9301762
176925,CSA,Central and South America,MEX,Mexico,1960,All,Age_all,[All],402545.0,100.0,1367.2854769,1065.7272654
176988,CSA,Central and South America,MEX,Mexico,1961,All,Age_all,[All],388857.0,100.0,1259.3789356,997.93779488
177051,CSA,Central and South America,MEX,Mexico,1962,All,Age_all,[All],378104.0,100.0,1175.8966155,940.66674779
177114,CSA,Central and South America,MEX,Mexico,1963,All,Age_all,[All],412833.0,100.0,1255.55199,995.68116815
177177,CSA,Central and South America,MEX,Mexico,1964,All,Age_all,[All],408275.0,100.0,1189.9127301,954.55856982
177240,CSA,Central and South America,MEX,Mexico,1965,All,Age_all,[All],404163.0,100.0,1186.6717312,915.97395178
177303,CSA,Central and South America,MEX,Mexico,1966,All,Age_all,[All],424141.0,100.0,1181.5116926,931.77383692
177366,CSA,Central and South America,MEX,Mexico,1967,All,Age_all,[All],420298.0,100.0,1129.6128213,895.08505457
177429,CSA,Central and South America,MEX,Mexico,1968,All,Age_all,[All],452910.0,100.0,1174.6345159,935.14672498
177492,CSA,Central and South America,MEX,Mexico,1969,All,Age_all,[All],458886.0,100.0,1177.5640662,970.69425054
177555,CSA,Central and South America,MEX,Mexico,1970,All,Age_all,[All],485656.0,100.0,1160.7438761,957.99585758
177618,CSA,Central and South America,MEX,Mexico,1971,All,Age_all,[All],458323.0,100.0,1069.898295,873.82840801
177681,CSA,Central and South America,MEX,Mexico,1972,All,Age_all,[All],476206.0,100.0,1070.8197212,877.47558504
177744,CSA,Central and South America,MEX,Mexico,1973,All,Age_all,[All],458915.0,100.0,1043.9395788,817.14178879
177807,CSA,Central and South America,MEX,Mexico,1974,All,Age_all,[All],433104.0,100.0,1002.3829219,747.15866688
177870,CSA,Central and South America,MEX,Mexico,1975,All,Age_all,[All],433926.0,100.0,985.88957604,727.96661882
177933,CSA,Central and South America,MEX,Mexico,1976,All,Age_all,[All],454112.0,100.0,989.119747,741.501896
177996,CSA,Central and South America,MEX,Mexico,1977,All,Age_all,[All],448261.0,100.0,948.66549433,712.99775983
178059,CSA,Central and South America,MEX,Mexico,1978,All,Age_all,[All],416424.0,100.0,895.99624161,645.66996795
178122,CSA,Central and South America,MEX,Mexico,1979,All,Age_all,[All],425976.0,100.0,899.48454768,644.20885539
178185,CSA,Central and South America,MEX,Mexico,1980,All,Age_all,[All],432547.0,100.0,905.38718363,638.33860979
178248,CSA,Central and South America,MEX,Mexico,1981,All,Age_all,[All],421762.0,100.0,919.527258,591.94417427
178311,CSA,Central and South America,MEX,Mexico,1982,All,Age_all,[All],409777.0,100.0,891.16840103,560.41329039
178374,CSA,Central and South America,MEX,Mexico,1983,All,Age_all,[All],410860.0,100.0,916.15911515,547.06203481
178437,CSA,Central and South America,MEX,Mexico,1984,All,Age_all,[All],407278.0,100.0,798.87082162,547.76541801
178500,CSA,Central and South America,MEX,Mexico,1985,All,Age_all,[All],410937.0,100.0,848.61198684,517.71590551
178563,CSA,Central and South America,MEX,Mexico,1986,All,Age_all,[All],396561.0,100.0,817.38736354,488.35155904
178626,CSA,Central and South America,MEX,Mexico,1987,All,Age_all,[All],404699.0,100.0,820.55745461,511.57784295
178689,CSA,Central and South America,MEX,Mexico,1988,All,Age_all,[All],411462.0,100.0,823.87286282,508.70629544
178752,CSA,Central and South America,MEX,Mexico,1989,All,Age_all,[All],421836.0,100.0,814.53081772,510.2278775
178815,CSA,Central and South America,MEX,Mexico,1990,All,Age_all,[All],421736.0,100.0,791.33691811,499.17856213
178878,CSA,Central and South America,MEX,Mexico,1991,All,Age_all,[All],410425.0,100.0,759.131699,475.50774507
178941,CSA,Central and South America,MEX,Mexico,1992,All,Age_all,[All],409427.0,100.0,777.56644436,473.95228608
179004,CSA,Central and South America,MEX,Mexico,1993,All,Age_all,[All],416029.0,100.0,775.37179414,472.89134715
179067,CSA,Central and South America,MEX,Mexico,1994,All,Age_all,[All],418908.0,100.0,771.16735644,467.71865066
179130,CSA,Central and South America,MEX,Mexico,1995,All,Age_all,[All],430101.0,100.0,770.75155481,471.88551893
179193,CSA,Central and South America,MEX,Mexico,1996,All,Age_all,[All],436185.0,100.0,668.40179289,468.27572972
179256,CSA,Central and South America,MEX,Mexico,1997,All,Age_all,[All],440259.0,100.0,655.54412334,465.33594476
179319,CSA,Central and South America,MEX,Mexico,1998,All,Age_all,[All],444665.0,100.0,644.39264394,462.92112312
179403,CSA,Central and South America,MEX,Mexico,1999,All,Age_all,[All],443950.0,100.0,628.98916893,455.40418021
179487,CSA,Central and South America,MEX,Mexico,2000,All,Age_all,[All],437667.0,100.0,604.40702211,442.53557728
179571,CSA,Central and South America,MEX,Mexico,2001,All,Age_all,[All],441004.0,100.0,592.57085501,439.693042
179655,CSA,Central and South America,MEX,Mexico,2002,All,Age_all,[All],457680.0,100.0,596.94437907,450.09695553
179739,CSA,Central and South America,MEX,Mexico,2003,All,Age_all,[All],470692.0,100.0,598.38869894,456.62334346
179823,CSA,Central and South America,MEX,Mexico,2004,All,Age_all,[All],471679.0,100.0,582.34595786,451.30297745
179907,CSA,Central and South America,MEX,Mexico,2005,All,Age_all,[All],493957.0,100.0,590.96664154,465.97429751
179991,CSA,Central and South America,MEX,Mexico,2006,All,Age_all,[All],493296.0,100.0,573.12848874,458.62337143
180075,CSA,Central and South America,MEX,Mexico,2007,All,Age_all,[All],502075.0,100.0,566.74842472,459.89987295
180159,CSA,Central and South America,MEX,Mexico,2008,All,Age_all,[All],536335.0,100.0,587.64234762,483.99015331
180243,CSA,Central and South America,MEX,Mexico,2009,All,Age_all,[All],550946.0,100.0,583.91638449,489.88703369
180327,CSA,Central and South America,MEX,Mexico,2010,All,Age_all,[All],578572.0,100.0,595.07445687,507.10577128
180411,CSA,Central and South America,MEX,Mexico,2011,All,Age_all,[All],576662.0,100.0,574.03742195,498.43091095
180495,CSA,Central and South America,MEX,Mexico,2012,All,Age_all,[All],587826.0,100.0,569.71803658,501.24087443
180579,CSA,Central and South America,MEX,Mexico,2013,All,Age_all,[All],596129.0,100.0,563.05962028,501.67739007
180663,CSA,Central and South America,MEX,Mexico,2014,All,Age_all,[All],618097.0,100.0,568.90122514,513.56100091
180747,CSA,Central and South America,MEX,Mexico,2015,All,Age_all,[All],640890.0,100.0,573.81625554,525.93070877
180831,CSA,Central and South America,MEX,Mexico,2016,All,Age_all,[All],671536.0,100.0,584.11024196,544.48846029
180915,CSA,Central and South America,MEX,Mexico,2017,All,Age_all,[All],688468.0,100.0,582.21174894,551.75730488
180999,CSA,Central and South America,MEX,Mexico,2018,All,Age_all,[All],705149.0,100.0,580.64766941,558.79594
181083,CSA,Central and South America,MEX,Mexico,2019,All,Age_all,[All],729057.0,100.0,586.2166661,571.47088138
181167,CSA,Central and South America,MEX,Mexico,2020,All,Age_all,[All],1069958.0,100.0,845.00034957,829.85740636
181251,EU,Europe,MDA,Republic of Moldova,1981,All,Age_all,[All],41476.0,100.0,1128.9415649,1022.6955262
181314,EU,Europe,MDA,Republic of Moldova,1982,All,Age_all,[All],41046.0,100.0,1085.799908,1001.6232514
181377,EU,Europe,MDA,Republic of Moldova,1985,All,Age_all,[All],46075.0,100.0,1171.2056928,1093.3135718
181440,EU,Europe,MDA,Republic of Moldova,1986,All,Age_all,[All],40437.0,100.0,1011.4949528,950.57355996
181505,EU,Europe,MDA,Republic of Moldova,1987,All,Age_all,[All],40185.0,100.0,988.53659429,937.0391754
181566,EU,Europe,MDA,Republic of Moldova,1988,All,Age_all,[All],40912.0,100.0,989.76212349,947.3672998
181629,EU,Europe,MDA,Republic of Moldova,1989,All,Age_all,[All],40113.0,100.0,953.58157525,922.69600303
181692,EU,Europe,MDA,Republic of Moldova,1990,All,Age_all,[All],42427.0,100.0,1010.5926239,972.70947747
181755,EU,Europe,MDA,Republic of Moldova,1991,All,Age_all,[All],45852.0,100.0,1100.4034987,1051.5368165
181818,EU,Europe,MDA,Republic of Moldova,1992,All,Age_all,[All],44635.0,100.0,1070.0899592,1025.8030784
181881,EU,Europe,MDA,Republic of Moldova,1993,All,Age_all,[All],46688.0,100.0,1116.1524197,1073.7595637
181947,EU,Europe,MDA,Republic of Moldova,1994,All,Age_all,[All],52122.0,100.0,1236.9739091,1198.7346154
182007,EU,Europe,MDA,Republic of Moldova,1995,All,Age_all,[All],52872.0,100.0,1258.1981097,1218.5916821
182070,EU,Europe,MDA,Republic of Moldova,1996,All,Age_all,[All],50059.0,100.0,1199.9947745,1157.5156896
182133,EU,Europe,MDA,Republic of Moldova,1997,All,Age_all,[All],42241.0,100.0,1178.6027272,1155.9549976
182196,EU,Europe,MDA,Republic of Moldova,1998,All,Age_all,[All],39922.0,100.0,1109.7741286,1092.93537
182259,EU,Europe,MDA,Republic of Moldova,1999,All,Age_all,[All],41314.0,100.0,1134.9138009,1132.8211865
182325,EU,Europe,MDA,Republic of Moldova,2000,All,Age_all,[All],41224.0,100.0,1120.6087019,1132.6544294
182385,EU,Europe,MDA,Republic of Moldova,2001,All,Age_all,[All],40076.0,100.0,1081.4654229,1103.5775674
182448,EU,Europe,MDA,Republic of Moldova,2002,All,Age_all,[All],41853.0,100.0,1111.3141239,1155.183102
182511,EU,Europe,MDA,Republic of Moldova,2003,All,Age_all,[All],43079.0,100.0,1123.4469544,1192.374824
182589,EU,Europe,MDA,Republic of Moldova,2004,All,Age_all,[All],41668.0,100.0,1068.2713978,1156.1774666
182637,EU,Europe,MDA,Republic of Moldova,2005,All,Age_all,[All],44689.0,100.0,1137.3924522,1243.0229638
182692,EU,Europe,MDA,Republic of Moldova,2006,All,Age_all,[All],43137.0,100.0,1064.2462921,1203.193454
182763,EU,Europe,MDA,Republic of Moldova,2007,All,Age_all,[All],43050.0,100.0,1023.5053065,1203.5527872
182826,EU,Europe,MDA,Republic of Moldova,2008,All,Age_all,[All],41948.0,100.0,986.76668776,1174.97846
182889,EU,Europe,MDA,Republic of Moldova,2009,All,Age_all,[All],42139.0,100.0,983.23451497,1181.8194056
182952,EU,Europe,MDA,Republic of Moldova,2010,All,Age_all,[All],43631.0,100.0,1006.1283487,1224.8862662
183018,EU,Europe,MDA,Republic of Moldova,2011,All,Age_all,[All],39249.0,100.0,893.24259462,1102.5044905
183078,EU,Europe,MDA,Republic of Moldova,2012,All,Age_all,[All],39560.0,100.0,883.90934987,1111.3861171
183144,EU,Europe,MDA,Republic of Moldova,2013,All,Age_all,[All],38060.0,100.0,833.26186578,1069.5319407
183204,EU,Europe,MDA,Republic of Moldova,2014,All,Age_all,[All],39494.0,100.0,856.46492859,1110.5059418
183259,EU,Europe,MDA,Republic of Moldova,2015,All,Age_all,[All],39906.0,100.0,853.16141131,1122.8133754
183330,EU,Europe,MDA,Republic of Moldova,2016,All,Age_all,[All],38487.0,100.0,808.40963185,1083.5444378
183408,EU,Europe,MDA,Republic of Moldova,2017,All,Age_all,[All],36769.0,100.0,754.03336185,1035.9812527
183459,EU,Europe,MDA,Republic of Moldova,2018,All,Age_all,[All],37200.0,100.0,750.58446433,1049.3285989
183519,AS,Asia,MNG,Mongolia,1994,All,Age_all,[All],14986.0,100.0,1061.304689,657.14264416
183582,AS,Asia,MNG,Mongolia,2016,All,Age_all,[All],16182.0,100.0,790.78419332,523.88327588
183645,EU,Europe,MNE,Montenegro,2000,All,Age_all,[All],5412.0,100.0,725.59451228,873.88987567
183708,EU,Europe,MNE,Montenegro,2001,All,Age_all,[All],5431.0,100.0,728.13634617,876.95785564
183773,EU,Europe,MNE,Montenegro,2002,All,Age_all,[All],5513.0,100.0,731.41797379,890.19861134
183834,EU,Europe,MNE,Montenegro,2003,All,Age_all,[All],5704.0,100.0,748.49312022,919.58618622
183900,EU,Europe,MNE,Montenegro,2004,All,Age_all,[All],5702.0,100.0,733.31347389,916.54637866
183962,EU,Europe,MNE,Montenegro,2005,All,Age_all,[All],5839.0,100.0,732.99004683,936.82112958
184026,EU,Europe,MNE,Montenegro,2006,All,Age_all,[All],5968.0,100.0,730.63489093,956.04101621
184086,EU,Europe,MNE,Montenegro,2007,All,Age_all,[All],5979.0,100.0,711.74110175,954.82354369
184149,EU,Europe,MNE,Montenegro,2008,All,Age_all,[All],5708.0,100.0,659.4936217,907.75359611
184212,EU,Europe,MNE,Montenegro,2009,All,Age_all,[All],5866.0,100.0,652.35125927,928.84649489
184275,EU,Europe,MNE,Montenegro,2019,All,Age_all,[All],5069.0,100.0,473.10125836,814.91508421
184338,EU,Europe,NLD,Netherlands,1950,All,Age_all,[All],75580.0,100.0,839.38980388,747.31794137
184401,EU,Europe,NLD,Netherlands,1951,All,Age_all,[All],77194.0,100.0,836.29623635,752.06297556
184449,EU,Europe,NLD,Netherlands,1952,All,Age_all,[All],75986.0,100.0,802.49120552,731.90136775
184513,EU,Europe,NLD,Netherlands,1953,All,Age_all,[All],80551.0,100.0,828.04954323,767.64952541
184576,EU,Europe,NLD,Netherlands,1954,All,Age_all,[All],79295.0,100.0,795.90988659,746.98783831
184653,EU,Europe,NLD,Netherlands,1955,All,Age_all,[All],81364.0,100.0,798.52193938,756.81105768
184716,EU,Europe,NLD,Netherlands,1956,All,Age_all,[All],84521.0,100.0,811.69310603,776.17683252
184779,EU,Europe,NLD,Netherlands,1957,All,Age_all,[All],82677.0,100.0,772.44876867,749.80954799
184828,EU,Europe,NLD,Netherlands,1958,All,Age_all,[All],84175.0,100.0,765.06792057,752.4425891
184905,EU,Europe,NLD,Netherlands,1959,All,Age_all,[All],85752.0,100.0,758.35648267,755.68402129
184971,EU,Europe,NLD,Netherlands,1960,All,Age_all,[All],87486.0,100.0,752.79193837,761.63529678
185031,EU,Europe,NLD,Netherlands,1961,All,Age_all,[All],87923.0,100.0,735.45728596,755.43660374
185110,EU,Europe,NLD,Netherlands,1962,All,Age_all,[All],93558.0,100.0,763.7827434,792.48159787
185160,EU,Europe,NLD,Netherlands,1963,All,Age_all,[All],95734.0,100.0,763.42459606,800.05014207
185220,EU,Europe,NLD,Netherlands,1964,All,Age_all,[All],93437.0,100.0,725.26329888,770.47463553
185269,EU,Europe,NLD,Netherlands,1965,All,Age_all,[All],98026.0,100.0,742.76221771,797.30290288
185364,EU,Europe,NLD,Netherlands,1966,All,Age_all,[All],100516.0,100.0,745.08666987,806.94909403
185395,EU,Europe,NLD,Netherlands,1967,All,Age_all,[All],99792.0,100.0,722.06470293,792.11315902
185472,EU,Europe,NLD,Netherlands,1968,All,Age_all,[All],104989.0,100.0,743.52415184,824.75627862
185538,EU,Europe,NLD,Netherlands,1969,All,Age_all,[All],107615.0,100.0,744.89325151,835.64994564
185598,EU,Europe,NLD,Netherlands,1970,All,Age_all,[All],109619.0,100.0,743.06498337,840.73321318
185652,EU,Europe,NLD,Netherlands,1971,All,Age_all,[All],110243.0,100.0,732.76823105,835.52237675
185726,EU,Europe,NLD,Netherlands,1972,All,Age_all,[All],113576.0,100.0,741.30525825,852.12250349
185787,EU,Europe,NLD,Netherlands,1973,All,Age_all,[All],110682.0,100.0,710.20276975,823.56967997
185889,EU,Europe,NLD,Netherlands,1974,All,Age_all,[All],109250.0,100.0,686.77073023,806.56473559
185931,EU,Europe,NLD,Netherlands,1975,All,Age_all,[All],113737.0,100.0,697.78915227,832.25036952
185993,EU,Europe,NLD,Netherlands,1976,All,Age_all,[All],114454.0,100.0,687.18014802,830.94235516
186078,EU,Europe,NLD,Netherlands,1977,All,Age_all,[All],110093.0,100.0,647.35574546,794.53962847
186103,EU,Europe,NLD,Netherlands,1978,All,Age_all,[All],114415.0,100.0,656.54533641,820.66749392
186224,EU,Europe,NLD,Netherlands,1979,All,Age_all,[All],112565.0,100.0,630.33368376,801.84210339
186228,EU,Europe,NLD,Netherlands,1980,All,Age_all,[All],114279.0,100.0,624.41519636,807.63685706
186294,EU,Europe,NLD,Netherlands,1981,All,Age_all,[All],115515.0,100.0,615.74135225,810.79089225
186354,EU,Europe,NLD,Netherlands,1982,All,Age_all,[All],117264.0,100.0,612.04559357,819.30034165
186417,EU,Europe,NLD,Netherlands,1983,All,Age_all,[All],117761.0,100.0,604.36605419,819.65741173
186480,EU,Europe,NLD,Netherlands,1984,All,Age_all,[All],119812.0,100.0,601.62050231,830.6318548
186543,EU,Europe,NLD,Netherlands,1985,All,Age_all,[All],122704.0,100.0,602.24571754,846.71915648
186609,EU,Europe,NLD,Netherlands,1986,All,Age_all,[All],125307.0,100.0,603.66234704,859.90447565
186715,EU,Europe,NLD,Netherlands,1988,All,Age_all,[All],124163.0,100.0,572.26741696,841.20703789
186730,EU,Europe,NLD,Netherlands,1987,All,Age_all,[All],122199.0,100.0,577.78074383,833.26400775
186798,EU,Europe,NLD,Netherlands,1989,All,Age_all,[All],128905.0,100.0,582.44447135,868.11728894
186858,EU,Europe,NLD,Netherlands,1990,All,Age_all,[All],128824.0,100.0,572.60036956,861.61254724
186940,EU,Europe,NLD,Netherlands,1991,All,Age_all,[All],129958.0,100.0,566.58435092,862.38519934
186984,EU,Europe,NLD,Netherlands,1992,All,Age_all,[All],129887.0,100.0,556.77132525,855.41454548
187047,EU,Europe,NLD,Netherlands,1993,All,Age_all,[All],137795.0,100.0,578.33104664,901.1863653
187110,EU,Europe,NLD,Netherlands,1994,All,Age_all,[All],133471.0,100.0,552.75608835,867.66388434
187192,EU,Europe,NLD,Netherlands,1995,All,Age_all,[All],135675.0,100.0,552.073053,877.64409082
187236,EU,Europe,NLD,Netherlands,1996,All,Age_all,[All],137561.0,100.0,551.30545002,885.74740028
187299,EU,Europe,NLD,Netherlands,1997,All,Age_all,[All],135783.0,100.0,534.72628596,869.81281949
187362,EU,Europe,NLD,Netherlands,1998,All,Age_all,[All],137482.0,100.0,532.25414405,875.28012631
187425,EU,Europe,NLD,Netherlands,1999,All,Age_all,[All],140487.0,100.0,535.12678705,888.4778113
187488,EU,Europe,NLD,Netherlands,2000,All,Age_all,[All],140527.0,100.0,526.91469424,882.40171604
187551,EU,Europe,NLD,Netherlands,2001,All,Age_all,[All],140377.0,100.0,517.07094384,874.83126825
187614,EU,Europe,NLD,Netherlands,2002,All,Age_all,[All],142355.0,100.0,515.15176,881.51356663
187677,EU,Europe,NLD,Netherlands,2003,All,Age_all,[All],141936.0,100.0,504.97670002,874.78181455
187740,EU,Europe,NLD,Netherlands,2004,All,Age_all,[All],136553.0,100.0,478.03360142,838.68599371
187803,EU,Europe,NLD,Netherlands,2005,All,Age_all,[All],136402.0,100.0,466.71628702,835.7960565
187866,EU,Europe,NLD,Netherlands,2006,All,Age_all,[All],135372.0,100.0,451.15522556,828.15365146
187929,EU,Europe,NLD,Netherlands,2007,All,Age_all,[All],133022.0,100.0,432.98038725,812.01604523
187992,EU,Europe,NLD,Netherlands,2008,All,Age_all,[All],135136.0,100.0,428.11711808,821.71553062
188055,EU,Europe,NLD,Netherlands,2009,All,Age_all,[All],134235.0,100.0,415.46627078,812.0499047
188118,EU,Europe,NLD,Netherlands,2010,All,Age_all,[All],136058.0,100.0,410.16896865,818.86713008
188181,EU,Europe,NLD,Netherlands,2011,All,Age_all,[All],135741.0,100.0,399.16388715,813.15760057
188244,EU,Europe,NLD,Netherlands,2012,All,Age_all,[All],140813.0,100.0,402.36170922,840.42566017
188307,EU,Europe,NLD,Netherlands,2013,All,Age_all,[All],141245.0,100.0,393.52879444,840.52230983
188370,EU,Europe,NLD,Netherlands,2014,All,Age_all,[All],139223.0,100.0,379.41430383,825.5139873
188433,EU,Europe,NLD,Netherlands,2015,All,Age_all,[All],147134.0,100.0,388.38852172,868.56351894
188496,EU,Europe,NLD,Netherlands,2016,All,Age_all,[All],148997.0,100.0,385.31759954,874.89285283
188559,EU,Europe,NLD,Netherlands,2017,All,Age_all,[All],150214.0,100.0,377.81921213,876.72698243
188622,EU,Europe,NLD,Netherlands,2018,All,Age_all,[All],153363.0,100.0,363.15103853,885.65139408
188685,EU,Europe,NLD,Netherlands,2019,All,Age_all,[All],151885.0,100.0,346.07608286,869.84494385
188729,EU,Europe,NLD,Netherlands,2020,All,Age_all,[All],168678.0,100.0,373.32594423,960.64514567
188811,OA,Oceania,NZL,New Zealand,1950,All,Age_all,[All],18084.0,100.0,988.13526156,941.43370295
188877,OA,Oceania,NZL,New Zealand,1951,All,Age_all,[All],18836.0,100.0,968.3345602,967.18870347
188927,OA,Oceania,NZL,New Zealand,1952,All,Age_all,[All],18896.0,100.0,945.77253888,946.59853722
189003,OA,Oceania,NZL,New Zealand,1953,All,Age_all,[All],18354.0,100.0,893.85020886,895.79774513
189063,OA,Oceania,NZL,New Zealand,1954,All,Age_all,[All],18876.0,100.0,900.90225047,901.08840939
189126,OA,Oceania,NZL,New Zealand,1955,All,Age_all,[All],19225.0,100.0,893.66914033,898.8264996
189189,OA,Oceania,NZL,New Zealand,1956,All,Age_all,[All],19696.0,100.0,879.10081218,902.32728605
189254,OA,Oceania,NZL,New Zealand,1957,All,Age_all,[All],20862.0,100.0,915.46125818,934.42622951
189315,OA,Oceania,NZL,New Zealand,1958,All,Age_all,[All],20301.0,100.0,871.25668701,888.13544492
189378,OA,Oceania,NZL,New Zealand,1959,All,Age_all,[All],21128.0,100.0,888.94977069,904.99443159
189431,OA,Oceania,NZL,New Zealand,1960,All,Age_all,[All],20892.0,100.0,864.35836407,878.9230122
189507,OA,Oceania,NZL,New Zealand,1961,All,Age_all,[All],21782.0,100.0,879.92515621,897.33871632
189570,OA,Oceania,NZL,New Zealand,1962,All,Age_all,[All],22081.0,100.0,877.5252106,887.39299924
189633,OA,Oceania,NZL,New Zealand,1963,All,Age_all,[All],22416.0,100.0,878.18231542,881.40924819
189683,OA,Oceania,NZL,New Zealand,1964,All,Age_all,[All],22861.0,100.0,885.78921562,879.87837734
189758,OA,Oceania,NZL,New Zealand,1965,All,Age_all,[All],22976.0,100.0,880.58675457,867.9031466
189809,OA,Oceania,NZL,New Zealand,1966,All,Age_all,[All],23778.0,100.0,889.95070316,886.24673873
189884,OA,Oceania,NZL,New Zealand,1967,All,Age_all,[All],23007.0,100.0,850.34597806,842.99428404
